"season","game_type","team","week","gsis_id","position","full_name","first_name","last_name","report_primary_injury","report_secondary_injury","report_status","practice_primary_injury","practice_secondary_injury","practice_status","date_modified"
2023,"REG","HOU",10,"00-0032466","T","George Fant","George","Fant",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2023-11-10 20:54:16
2023,"REG","HOU",10,"00-0036224","DE","Jonathan Greenard","Jonathan","Greenard",NA,NA,NA,"Shoulder",NA,"Full Participation in Practice",2023-11-10 20:54:46
2023,"REG","HOU",10,"00-0037823","LB","Christian Harris","Christian","Harris",NA,NA,NA,"Hand",NA,"Full Participation in Practice",2023-11-10 20:54:16
2023,"REG","HOU",10,"00-0036195","T","Charlie Heck","Charlie","Heck",NA,NA,NA,"Back",NA,"Full Participation in Practice",2023-11-10 20:54:16
2023,"REG","HOU",10,"00-0035234","T","Tytus Howard","Tytus","Howard",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2023-11-10 20:54:16
2023,"REG","HOU",10,"00-0036363","G","Josh Jones","Josh","Jones",NA,NA,NA,"Hand",NA,"Full Participation in Practice",2023-11-10 20:54:16
2023,"REG","HOU",10,"00-0037614","WR","John Metchie","John","Metchie",NA,NA,NA,"Ribs",NA,"Full Participation in Practice",2023-11-10 20:54:16
2023,"REG","HOU",10,"00-0032759","DT","Sheldon Rankins","Sheldon","Rankins",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2023-11-10 20:54:16
2023,"REG","HOU",10,"00-0037751","LB","Myjai Sanders","Myjai","Sanders",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2023-11-10 20:54:59
2023,"REG","HOU",10,"00-0037237","CB","Derek Stingley","Derek","Stingley",NA,NA,NA,"Hamstring",NA,"Full Participation in Practice",2023-11-10 20:54:16
2023,"REG","HOU",10,"00-0032380","T","Laremy Tunsil","Laremy","Tunsil",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2023-11-10 20:55:08
2023,"REG","HOU",10,"00-0034959","FB","Andrew Beck","Andrew","Beck","Ankle","Elbow","Out","Ankle","Elbow","Did Not Participate In Practice",2023-11-10 20:58:28
2023,"REG","HOU",10,"00-0036554","WR","Nico Collins","Nico","Collins","Calf",NA,"Out","Calf",NA,"Did Not Participate In Practice",2023-11-10 20:58:33
2023,"REG","HOU",10,"00-0032726","K","Ka'imi Fairbairn","Ka'imi","Fairbairn","Quadricep",NA,"Out","right Quadricep",NA,"Did Not Participate In Practice",2023-11-10 20:58:41
2023,"REG","HOU",10,"00-0037457","LB","Jake Hansen","Jake","Hansen","Hamstring","Hand","Out","Hamstring","Hand","Did Not Participate In Practice",2023-11-10 20:58:48
2023,"REG","HOU",10,"00-0036556","TE","Brevin Jordan","Brevin","Jordan","Foot",NA,"Out","Foot",NA,"Did Not Participate In Practice",2023-11-10 20:59:22
2023,"REG","HOU",10,"00-0037258","RB","Dameon Pierce","Dameon","Pierce","Ankle",NA,"Out","Ankle",NA,"Did Not Participate In Practice",2023-11-10 20:59:36
2023,"REG","HOU",10,"00-0038599","LB","Henry To'oTo'o","Henry","To'oTo'o","Concussion",NA,"Out","Concussion",NA,"Did Not Participate In Practice",2023-11-10 20:59:41
2023,"REG","HOU",10,"00-0031298","S","Jimmie Ward","Jimmie","Ward","Hamstring",NA,"Out","Hamstring",NA,"Did Not Participate In Practice",2023-11-10 20:59:50
2023,"REG","HOU",10,"00-0032150","CB","Steven Nelson","Steven","Nelson","Back","Neck","Questionable","Back","Neck","Did Not Participate In Practice",2023-11-10 20:57:10
2023,"REG","HOU",10,"00-0027881","DE","Jerry Hughes","Jerry","Hughes","Back",NA,"Questionable","Back",NA,"Full Participation in Practice",2023-11-10 20:57:10
2023,"REG","HOU",10,"00-0030431","WR","Robert Woods","Robert","Woods","Foot",NA,"Questionable","Foot",NA,"Full Participation in Practice",2023-11-10 20:57:10
2023,"REG","IND",10,"00-0034540","CB","Tony Brown","Tony","Brown",NA,NA,NA,"Concussion",NA,"Full Participation in Practice",2023-11-10 19:19:06
2023,"REG","IND",10,"00-0034836","T","Braden Smith","Braden","Smith",NA,NA,NA,"Hip","Wrist","Full Participation in Practice",2023-11-10 19:19:06
2023,"REG","IND",10,"00-0039156","CB","Julius Brents","Julius","Brents","Quadricep",NA,"Out","Quadricep",NA,"Did Not Participate In Practice",2023-11-10 19:20:05
2023,"REG","IND",10,"00-0037292","TE","Andrew Ogletree","Andrew","Ogletree","Foot",NA,"Out","Foot",NA,"Did Not Participate In Practice",2023-11-10 19:20:11
2023,"REG","IND",10,"00-0038997","WR","Josh Downs","Josh","Downs","Knee",NA,"Questionable","Knee",NA,"Did Not Participate In Practice",2023-11-10 19:19:44
2023,"REG","IND",10,"00-0034431","LB","Zaire Franklin","Zaire","Franklin","Knee",NA,"Questionable","Knee",NA,"Full Participation in Practice",2023-11-10 19:19:44
2023,"REG","IND",10,"00-0037664","WR","Alec Pierce","Alec","Pierce","Ankle",NA,"Questionable","Ankle",NA,"Full Participation in Practice",2023-11-10 19:19:44
2023,"REG","JAX",10,"00-0038580","LB","Yasir Abdullah","Yasir","Abdullah",NA,NA,NA,"Illness",NA,"Full Participation in Practice",2023-11-10 20:15:47
2023,"REG","JAX",10,"00-0037296","CB","Gregory Junior","Gregory","Junior",NA,NA,NA,"Hamstring",NA,"Full Participation in Practice",2023-11-10 20:15:47
2023,"REG","JAX",10,"00-0033891","WR","Zay Jones","Zay","Jones","Knee",NA,"Out","Knee",NA,"Limited Participation in Practice",2023-11-10 20:21:07
2023,"REG","JAX",10,"00-0036974","CB","Tyson Campbell","Tyson","Campbell","Hamstring",NA,"Questionable","Hamstring",NA,"Limited Participation in Practice",2023-11-10 20:15:51
2023,"REG","JAX",10,"00-0036941","S","Andre Cisco","Andre","Cisco","Hamstring",NA,"Questionable","Hamstring",NA,"Limited Participation in Practice",2023-11-10 20:15:51
2023,"REG","JAX",10,"00-0036327","G","Ezra Cleveland","Ezra","Cleveland","Toe",NA,"Questionable","Toe",NA,"Limited Participation in Practice",2023-11-10 20:15:51
2023,"REG","JAX",10,"00-0036306","S","Daniel Thomas","Daniel","Thomas","Hamstring",NA,"Questionable","Hamstring",NA,"Limited Participation in Practice",2023-11-10 20:15:51
2023,"REG","LAC",10,"00-0033697","CB","Michael Davis","Michael","Davis",NA,NA,NA,"Illness",NA,"Did Not Participate In Practice",2023-11-10 21:33:29
2023,"REG","LAC",10,"00-0033156","DE","Joey Bosa","Joey","Bosa",NA,NA,NA,"Illness",NA,"Full Participation in Practice",2023-11-10 21:33:17
2023,"REG","LAC",10,"00-0036355","QB","Justin Herbert","Justin","Herbert",NA,NA,NA,"left Finger",NA,"Full Participation in Practice",2023-11-10 21:33:06
2023,"REG","LV",10,"00-0031381","WR","Davante Adams","Davante","Adams",NA,NA,NA,"Not injury related - resting player",NA,"Did Not Participate In Practice",2023-11-10 21:40:48
2023,"REG","LV",10,"00-0032392","TE","Austin Hooper","Austin","Hooper",NA,NA,NA,"Calf",NA,"Full Participation in Practice",2023-11-10 21:40:00
2023,"REG","LV",10,"00-0037517","LB","Luke Masterson","Luke","Masterson",NA,NA,NA,"Concussion",NA,"Full Participation in Practice",2023-11-10 21:39:51
2023,"REG","LV",10,"00-0037322","T","Thayer Munford","Thayer","Munford",NA,NA,NA,"Neck",NA,"Full Participation in Practice",2023-11-10 21:40:24
2023,"REG","LV",10,"00-0034720","LB","Robert Spillane","Robert","Spillane",NA,NA,NA,"Hand",NA,"Full Participation in Practice",2023-11-10 21:39:51
2023,"REG","LV",10,"00-0034973","DE","Maxx Crosby","Maxx","Crosby",NA,NA,NA,"Knee",NA,"Limited Participation in Practice",2023-11-10 21:39:51
2023,"REG","LV",10,"00-0036990","LB","Divine Deablo","Divine","Deablo",NA,NA,NA,"Ankle",NA,"Limited Participation in Practice",2023-11-10 21:39:51
2023,"REG","LV",10,"00-0036871","CB","Nate Hobbs","Nate","Hobbs",NA,NA,NA,"Ankle",NA,"Limited Participation in Practice",2023-11-10 21:39:51
2023,"REG","LV",10,"00-0026625","QB","Brian Hoyer","Brian","Hoyer",NA,NA,NA,"Knee",NA,"Limited Participation in Practice",2023-11-10 21:39:51
2023,"REG","LV",10,"00-0029685","G","Greg Van Roten","Greg","Van Roten",NA,NA,NA,"Biceps","Back","Limited Participation in Practice",2023-11-10 21:39:51
2023,"REG","LV",10,"00-0034759","T","Kolton Miller","Kolton","Miller","Shoulder",NA,"Doubtful","Shoulder",NA,"Did Not Participate In Practice",2023-11-10 21:45:14
2023,"REG","LV",10,"00-0035726","FB","Jakob Johnson","Jakob","Johnson","Concussion",NA,"Questionable","Concussion",NA,"Limited Participation in Practice",2023-11-10 21:44:55
2023,"REG","LV",10,"00-0032165","CB","Marcus Peters","Marcus","Peters","Knee",NA,"Questionable","Knee",NA,"Limited Participation in Practice",2023-11-10 21:44:55
2023,"REG","MIN",10,"00-0029606","S","Harrison Smith","Harrison","Smith",NA,NA,NA,"Not injury related - resting player",NA,"Did Not Participate In Practice",2023-11-09 21:21:58
2023,"REG","MIN",10,"00-0036616","T","Christian Darrisaw","Christian","Darrisaw",NA,NA,NA,"Groin",NA,"Full Participation in Practice",2023-11-10 19:50:50
2023,"REG","MIN",10,"00-0033246","TE","Johnny Mundt","Johnny","Mundt",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2023-11-10 19:51:06
2023,"REG","MIN",10,"00-0037291","WR","Jalen Nailor","Jalen","Nailor",NA,NA,NA,"Hamstring",NA,"Full Participation in Practice",2023-11-10 19:50:40
2023,"REG","MIN",10,"00-0038598","QB","Jaren Hall","Jaren","Hall","Concussion",NA,"Out","Concussion",NA,"Did Not Participate In Practice",2023-11-10 19:54:30
2023,"REG","MIN",10,"00-0032412","DE","Dean Lowry","Dean","Lowry","Groin",NA,"Doubtful","Groin",NA,"Limited Participation in Practice",2023-11-10 19:54:41
2023,"REG","MIN",10,"00-0036345","WR","K.J. Osborn","K.J.","Osborn","Concussion",NA,"Questionable","Concussion",NA,"Full Participation in Practice",2023-11-10 19:54:13
2023,"REG","MIN",10,"00-0031734","G","Chris Reed","Chris","Reed","Foot",NA,"Questionable","Foot",NA,"Full Participation in Practice",2023-11-10 19:54:13
2023,"REG","MIN",10,"00-0037822","LB","Brian Asamoah","Brian","Asamoah","Ankle",NA,"Questionable","Ankle",NA,"Limited Participation in Practice",2023-11-10 19:54:13
2023,"REG","MIN",10,"00-0035229","TE","T.J. Hockenson","T.J.","Hockenson","Ribs",NA,"Questionable","Ribs",NA,"Limited Participation in Practice",2023-11-10 19:54:13
2023,"REG","MIN",10,"00-0036322","WR","Justin Jefferson","Justin","Jefferson","Hamstring",NA,"Questionable","Hamstring",NA,"Limited Participation in Practice",2023-11-10 19:54:13
2023,"REG","NE",10,"00-0031852","C","David Andrews","David","Andrews",NA,NA,NA,"Not injury related - resting player",NA,"Did Not Participate In Practice",2023-11-10 16:53:29
2023,"REG","NE",10,"00-0032071","T","Trenton Brown","Trenton","Brown","Not injury related - personal matter","Ankle","Out","Not injury related - personal matter","Ankle","Did Not Participate In Practice",2023-11-10 16:56:01
2023,"REG","NE",10,"00-0034591","CB","J.C. Jackson","J.C.","Jackson","Not injury related - personal matter",NA,"Out","Not injury related - personal matter",NA,"Did Not Participate In Practice",2023-11-10 16:56:20
2023,"REG","NE",10,"00-0031547","WR","DeVante Parker","DeVante","Parker","Concussion",NA,"Out","Concussion",NA,"Did Not Participate In Practice",2023-11-10 16:56:39
2023,"REG","NE",10,"00-0036981","DT","Christian Barmore","Christian","Barmore","Knee",NA,"Questionable","Knee",NA,"Limited Participation in Practice",2023-11-10 16:55:41
2023,"REG","NE",10,"00-0034385","LB","Ja'Whaun Bentley","Ja'Whaun","Bentley","Hamstring",NA,"Questionable","Hamstring",NA,"Limited Participation in Practice",2023-11-10 16:55:41
2023,"REG","NE",10,"00-0036087","CB","Myles Bryant","Myles","Bryant","Chest",NA,"Questionable","Chest",NA,"Limited Participation in Practice",2023-11-10 16:55:41
2023,"REG","NE",10,"00-0038621","WR","Demario Douglas","Demario","Douglas","Ankle",NA,"Questionable","Ankle",NA,"Limited Participation in Practice",2023-11-10 16:55:41
2023,"REG","NE",10,"00-0038039","CB","Jack Jones","Jack","Jones","Knee",NA,"Questionable","Knee",NA,"Limited Participation in Practice",2023-11-10 16:55:41
2023,"REG","NE",10,"00-0032580","CB","Jonathan Jones","Jonathan","Jones","Knee",NA,"Questionable","Knee",NA,"Limited Participation in Practice",2023-11-10 16:55:41
2023,"REG","NE",10,"00-0037287","T","Vederian Lowe","Vederian","Lowe","Ankle",NA,"Questionable","Ankle",NA,"Limited Participation in Practice",2023-11-10 16:55:41
2023,"REG","NE",10,"00-0026293","WR","Matt Slater","Matt","Slater","Ankle",NA,"Questionable","Ankle",NA,"Limited Participation in Practice",2023-11-10 16:55:41
2023,"REG","NE",10,"00-0033947","DE","Deatrich Wise","Deatrich","Wise","Shoulder",NA,"Questionable","Shoulder",NA,"Limited Participation in Practice",2023-11-10 16:55:41
2023,"REG","NO",10,"00-0029607","LB","Demario Davis","Demario","Davis",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2023-11-10 20:06:53
2023,"REG","NO",10,"00-0034999","LB","Ty Summers","Ty","Summers",NA,NA,NA,"Hamstring",NA,"Full Participation in Practice",2023-11-10 20:22:37
2023,"REG","NO",10,"00-0027696","TE","Jimmy Graham","Jimmy","Graham",NA,NA,NA,"Not injury related - resting player",NA,"Limited Participation in Practice",2023-11-08 20:46:53
2023,"REG","NO",10,"00-0033888","T","Ryan Ramczyk","Ryan","Ramczyk",NA,NA,NA,"Not injury related - resting player",NA,"Limited Participation in Practice",2023-11-10 20:20:32
2023,"REG","NO",10,"00-0039143","DE","Isaiah Foskey","Isaiah","Foskey","Quadricep",NA,"Out","Quadricep",NA,"Did Not Participate In Practice",2023-11-10 20:08:26
2023,"REG","NO",10,"00-0038551","RB","Kendre Miller","Kendre","Miller","Ankle",NA,"Out","Ankle",NA,"Did Not Participate In Practice",2023-11-10 20:07:48
2023,"REG","NO",10,"00-0036727","FB","Adam Prentice","Adam","Prentice","Knee",NA,"Questionable","Knee",NA,"Full Participation in Practice",2023-11-10 20:07:28
2023,"REG","NYG",10,"00-0038123","S","Dane Belton","Dane","Belton",NA,NA,NA,"Back",NA,"Full Participation in Practice",2023-11-10 19:06:10
2023,"REG","NYG",10,"00-0033511","C","Sean Harlow","Sean","Harlow",NA,NA,NA,"Not injury related - personal matter",NA,"Full Participation in Practice",2023-11-10 19:06:10
2023,"REG","NYG",10,"00-0035683","DT","Dexter Lawrence","Dexter","Lawrence",NA,NA,NA,"Not injury related - resting player",NA,"Full Participation in Practice",2023-11-10 19:06:10
2023,"REG","NYG",10,"00-0030585","G","Justin Pugh","Justin","Pugh",NA,NA,NA,"Ankle",NA,"Full Participation in Practice",2023-11-10 19:06:10
2023,"REG","NYG",10,"00-0036386","T","Andrew Thomas","Andrew","Thomas",NA,NA,NA,"Hamstring",NA,"Full Participation in Practice",2023-11-10 19:06:54
2023,"REG","NYG",10,"00-0033878","CB","Adoree' Jackson","Adoree'","Jackson","Concussion","Neck","Out","Concussion","Neck","Did Not Participate In Practice",2023-11-10 19:08:30
2023,"REG","NYG",10,"00-0037612","T","Evan Neal","Evan","Neal","Ankle",NA,"Out","Ankle",NA,"Did Not Participate In Practice",2023-11-10 19:08:55
2023,"REG","NYG",10,"00-0036493","RB","Deon Jackson","Deon","Jackson","Concussion",NA,"Out","Concussion",NA,"Limited Participation in Practice",2023-11-10 19:08:46
2023,"REG","NYG",10,"00-0031581","G","Mark Glowinski","Mark","Glowinski","Not injury related - personal matter",NA,"Questionable","Not injury related - personal matter",NA,"Did Not Participate In Practice",2023-11-10 19:08:04
2023,"REG","NYG",10,"00-0035639","WR","Parris Campbell","Parris","Campbell","Hamstring",NA,"Questionable","Hamstring",NA,"Limited Participation in Practice",2023-11-10 19:08:04
2023,"REG","NYG",10,"00-0037410","RB","Jashaun Corbin","Jashaun","Corbin","Hamstring",NA,"Questionable","Hamstring",NA,"Limited Participation in Practice",2023-11-10 19:08:04
2023,"REG","NYG",10,"00-0036552","DE","Azeez Ojulari","Azeez","Ojulari","Ankle",NA,"Questionable","Ankle",NA,"Limited Participation in Practice",2023-11-10 19:08:04
2023,"REG","NYJ",10,"00-0036284","T","Mekhi Becton","Mekhi","Becton",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2023-11-10 20:50:52
2023,"REG","NYJ",10,"00-0034521","WR","Allen Lazard","Allen","Lazard",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2023-11-10 20:50:59
2023,"REG","NYJ",10,"00-0037805","TE","Jeremy Ruckert","Jeremy","Ruckert",NA,NA,NA,"Shoulder",NA,"Full Participation in Practice",2023-11-10 20:51:04
2023,"REG","NYJ",10,"00-0035680","LB","Quincy Williams","Quincy","Williams",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2023-11-10 20:51:11
2023,"REG","NYJ",10,"00-0037003","LB","Chazz Surratt","Chazz","Surratt","Ankle",NA,"Out","Ankle",NA,"Did Not Participate In Practice",2023-11-10 20:52:21
2023,"REG","NYJ",10,"00-0031433","T","Billy Turner","Billy","Turner","Finger",NA,"Out","Finger",NA,"Did Not Participate In Practice",2023-11-10 20:52:27
2023,"REG","NYJ",10,"00-0026166","T","Duane Brown","Duane","Brown","Hip",NA,"Out","Hip",NA,"Full Participation in Practice",2023-11-10 20:52:11
2023,"REG","NYJ",10,"00-0039142","DE","Will McDonald","Will","McDonald","Ankle",NA,"Questionable","Ankle",NA,"Did Not Participate In Practice",2023-11-10 20:52:04
2023,"REG","PIT",10,"00-0032442","LB","Elandon Roberts","Elandon","Roberts",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2023-11-10 20:32:48
2023,"REG","PIT",10,"00-0038577","LB","Nick Herbig","Nick","Herbig",NA,NA,NA,"Calf",NA,"Limited Participation in Practice",2023-11-10 20:33:07
2023,"REG","PIT",10,"00-0027969","DT","Cameron Heyward","Cameron","Heyward",NA,NA,NA,"Groin",NA,"Limited Participation in Practice",2023-11-10 20:32:43
2023,"REG","PIT",10,"00-0033929","DT","Montravius Adams","Montravius","Adams","Ankle",NA,"Out","Ankle",NA,"Did Not Participate In Practice",2023-11-10 20:34:12
2023,"REG","PIT",10,"00-0034789","S","Minkah Fitzpatrick","Minkah","Fitzpatrick","Hamstring",NA,"Out","Hamstring",NA,"Did Not Participate In Practice",2023-11-10 20:33:49
2023,"REG","SEA",10,"00-0032265","DE","Mario Edwards","Mario","Edwards",NA,NA,NA,"Not injury related - resting player",NA,"Did Not Participate In Practice",2023-11-09 23:56:33
2023,"REG","SEA",10,"00-0033872","WR","Jamal Adams","Jamal","Adams",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2023-11-10 22:14:48
2023,"REG","SEA",10,"00-0036885","CB","Tre Brown","Tre","Brown",NA,NA,NA,"Toe",NA,"Full Participation in Practice",2023-11-10 22:14:48
2023,"REG","SEA",10,"00-0037821","T","Charles Cross","Charles","Cross",NA,NA,NA,"Ankle",NA,"Full Participation in Practice",2023-11-10 22:15:57
2023,"REG","SEA",10,"00-0035644","TE","Noah Fant","Noah","Fant",NA,NA,NA,"Wrist",NA,"Full Participation in Practice",2023-11-10 22:14:48
2023,"REG","SEA",10,"00-0039047","LB","Derick Hall","Derick","Hall",NA,NA,NA,"Shoulder",NA,"Full Participation in Practice",2023-11-10 22:14:48
2023,"REG","SEA",10,"00-0032211","WR","Tyler Lockett","Tyler","Lockett",NA,NA,NA,"Hamstring",NA,"Full Participation in Practice",2023-11-10 22:14:48
2023,"REG","SEA",10,"00-0035640","WR","DK Metcalf","DK","Metcalf",NA,NA,NA,"Hip",NA,"Full Participation in Practice",2023-11-10 22:15:45
2023,"REG","SEA",10,"00-0032387","DT","Jarran Reed","Jarran","Reed",NA,NA,NA,"Tooth",NA,"Full Participation in Practice",2023-11-10 22:14:48
2023,"REG","SEA",10,"00-0038543","WR","Jaxon Smith-Njigba","Jaxon","Smith-Njigba",NA,NA,NA,"Hip",NA,"Full Participation in Practice",2023-11-10 22:14:48
2023,"REG","SEA",10,"00-0038134","RB","Kenneth Walker","Kenneth","Walker",NA,NA,NA,"Chest",NA,"Full Participation in Practice",2023-11-10 22:14:48
2023,"REG","SEA",10,"00-0037093","WR","Dareke Young","Dareke","Young",NA,NA,NA,"Groin",NA,"Full Participation in Practice",2023-11-10 22:14:48
2023,"REG","SEA",10,"00-0039020","G","Anthony Bradford","Anthony","Bradford","Knee","Not injury related - personal matter","Out","Knee","Not injury related - personal ","Did Not Participate In Practice",2023-11-10 20:49:49
2023,"REG","SEA",10,"00-0036409","LB","Jordyn Brooks","Jordyn","Brooks","Hamstring",NA,"Questionable","Hamstring",NA,"Full Participation in Practice",2023-11-10 20:50:13
2023,"REG","SEA",10,"00-0036425","RB","DeeJay Dallas","DeeJay","Dallas","Shoulder",NA,"Questionable","Shoulder",NA,"Full Participation in Practice",2023-11-10 20:50:37
2023,"REG","SEA",10,"00-0038636","RB","Kenny McIntosh","Kenny","McIntosh","Knee",NA,"Questionable","Knee",NA,"Full Participation in Practice",2023-11-10 20:51:20
2023,"REG","SEA",10,"00-0036244","TE","Colby Parkinson","Colby","Parkinson","Biceps",NA,"Questionable","Biceps",NA,"Full Participation in Practice",2023-11-10 20:50:59
2023,"REG","SF",10,"00-0034982","LB","Dre Greenlaw","Dre","Greenlaw",NA,NA,NA,"Shoulder",NA,"Full Participation in Practice",2023-11-10 20:56:43
2023,"REG","SF",10,"00-0034407","WR","Ray-Ray McCloud","Ray-Ray","McCloud",NA,NA,NA,"Illness",NA,"Full Participation in Practice",2023-11-10 20:56:43
2023,"REG","SF",10,"00-0035719","WR","Deebo Samuel","Deebo","Samuel",NA,NA,NA,"Shoulder",NA,"Full Participation in Practice",2023-11-10 20:56:43
2023,"REG","SF",10,"00-0036551","G","Aaron Banks","Aaron","Banks","Toe",NA,"Out","Toe",NA,"Did Not Participate In Practice",2023-11-10 20:57:13
2023,"REG","SF",10,"00-0037826","DE","Drake Jackson","Drake","Jackson","Knee",NA,"Out","Knee",NA,"Did Not Participate In Practice",2023-11-10 20:58:32
2023,"REG","SF",10,"00-0035020","LB","Demetrius Flannigan-Fowles","Demetrius","Flannigan-Fowles","Ankle",NA,"Questionable","Ankle",NA,"Did Not Participate In Practice",2023-11-10 20:57:06
2023,"REG","SF",10,"00-0038603","DE","Robert Beal","Robert","Beal","Hamstring",NA,"Questionable","Hamstring",NA,"Full Participation in Practice",2023-11-10 20:57:06
2023,"REG","SF",10,"00-0038594","CB","Darrell Luter","Darrell","Luter","Knee",NA,"Questionable","Knee",NA,"Full Participation in Practice",2023-11-10 20:57:06
2023,"REG","SF",10,"00-0037830","CB","Samuel Womack","Samuel","Womack","Knee",NA,"Questionable","Knee",NA,"Full Participation in Practice",2023-11-10 20:57:06
2023,"REG","SF",10,"00-0033109","DT","Javon Hargrave","Javon","Hargrave","Knee",NA,"Questionable","Knee",NA,"Limited Participation in Practice",2023-11-10 20:57:06
2023,"REG","SF",10,"00-0027857","T","Trent Williams","Trent","Williams","Ankle",NA,"Questionable","Ankle",NA,"Limited Participation in Practice",2023-11-10 20:57:06
2023,"REG","TB",10,"00-0029562","LB","Lavonte David","Lavonte","David",NA,NA,NA,"Not injury related - resting player",NA,"Did Not Participate In Practice",2023-11-10 20:20:48
2023,"REG","TB",10,"00-0031408","WR","Mike Evans","Mike","Evans",NA,NA,NA,"Not injury related - resting player",NA,"Did Not Participate In Practice",2023-11-10 20:21:00
2023,"REG","TB",10,"00-0037835","T","Luke Goedeke","Luke","Goedeke",NA,NA,NA,"Foot",NA,"Full Participation in Practice",2023-11-10 20:20:02
2023,"REG","TB",10,"00-0037487","WR","Deven Thompkins","Deven","Thompkins",NA,NA,NA,"Not injury related - personal matter",NA,"Full Participation in Practice",2023-11-10 20:19:29
2023,"REG","TB",10,"00-0034773","DT","Vita Vea","Vita","Vea",NA,NA,NA,"Groin",NA,"Full Participation in Practice",2023-11-10 20:19:29
2023,"REG","TB",10,"00-0039051","CB","Josh Hayes","Josh","Hayes","Concussion",NA,"Out","Concussion",NA,"Did Not Participate In Practice",2023-11-10 20:21:32
2023,"REG","TB",10,"00-0031142","G","Matt Feiler","Matt","Feiler","Knee",NA,"Doubtful","Knee",NA,"Limited Participation in Practice",2023-11-10 20:21:17
2023,"REG","TB",10,"00-0035699","CB","Jamel Dean","Jamel","Dean","Concussion",NA,"Questionable","Concussion",NA,"Full Participation in Practice",2023-11-10 20:21:05
2023,"REG","TB",10,"00-0038127","DE","Logan Hall","Logan","Hall","Groin",NA,"Questionable","Groin",NA,"Full Participation in Practice",2023-11-10 20:21:05
2023,"REG","TB",10,"00-0039052","WR","Trey Palmer","Trey","Palmer","Neck","Illness","Questionable","Neck","Illness","Full Participation in Practice",2023-11-10 20:22:12
2023,"REG","TB",10,"00-0034778","CB","Carlton Davis","Carlton","Davis","Toe",NA,"Questionable","Toe",NA,"Limited Participation in Practice",2023-11-10 20:21:05
2023,"REG","TB",10,"00-0039063","DE","Calijah Kancey","Calijah","Kancey","Quadricep",NA,"Questionable","Quadricep",NA,"Limited Participation in Practice",2023-11-10 20:21:05
2023,"REG","TEN",10,"00-0035166","LB","Azeez Al-Shaair","Azeez","Al-Shaair",NA,NA,NA,"Ankle",NA,"Full Participation in Practice",2023-11-10 19:57:18
2023,"REG","TEN",10,"00-0031254","DE","Denico Autry","Denico","Autry",NA,NA,NA,"Not injury related - resting player",NA,"Full Participation in Practice",2023-11-10 19:57:26
2023,"REG","TEN",10,"00-0037596","LB","Jack Gibbens","Jack","Gibbens",NA,NA,NA,"Shoulder",NA,"Full Participation in Practice",2023-11-10 19:57:12
2023,"REG","TEN",10,"00-0035413","LB","Luke Gifford","Luke","Gifford",NA,NA,NA,"Shoulder",NA,"Full Participation in Practice",2023-11-10 19:57:41
2023,"REG","TEN",10,"00-0032764","RB","Derrick Henry","Derrick","Henry",NA,NA,NA,"Not injury related - resting player",NA,"Full Participation in Practice",2023-11-10 19:57:47
2023,"REG","TEN",10,"00-0030564","WR","DeAndre Hopkins","DeAndre","Hopkins",NA,NA,NA,"Not injury related - resting player",NA,"Full Participation in Practice",2023-11-10 19:57:54
2023,"REG","TEN",10,"00-0029963","T","Christopher Hubbard","Christopher","Hubbard",NA,NA,NA,"Concussion",NA,"Full Participation in Practice",2023-11-10 19:57:12
2023,"REG","TEN",10,"00-0039152","QB","Will Levis","Will","Levis",NA,NA,NA,"Foot",NA,"Full Participation in Practice",2023-11-10 19:57:12
2023,"REG","TEN",10,"00-0038125","CB","Roger McCreary","Roger","McCreary",NA,NA,NA,"Hamstring",NA,"Full Participation in Practice",2023-11-10 19:57:12
2023,"REG","TEN",10,"00-0033221","G","Daniel Brunskill","Daniel","Brunskill","Ankle",NA,"Out","Ankle",NA,"Did Not Participate In Practice",2023-11-10 19:58:55
2023,"REG","TEN",10,"00-0037742","WR","Treylon Burks","Treylon","Burks","Concussion",NA,"Out","Concussion",NA,"Did Not Participate In Practice",2023-11-10 19:59:04
2023,"REG","TEN",10,"00-0035239","CB","Sean Murphy-Bunting","Sean","Murphy-Bunting","Thumb",NA,"Out","Thumb",NA,"Did Not Participate In Practice",2023-11-10 19:59:55
2023,"REG","TEN",10,"00-0037754","T","Nicholas Petit-Frere","Nicholas","Petit-Frere","Shoulder",NA,"Out","Shoulder",NA,"Did Not Participate In Practice",2023-11-10 19:59:40
2023,"REG","TEN",10,"00-0037493","S","Mike Brown","Mike","Brown","Ankle",NA,"Out","Ankle",NA,"Full Participation in Practice",2023-11-10 19:58:49
